SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1104,4,2,Suburb,1959,165287.8934
1718,4,1,Rural,2012,250337.5634
1438,4,2,Suburb,2015,60538.53997
2521,3,1,Urban,1967,218758.4035
2351,4,2,Rural,1973,326249.0812
1650,2,2,Rural,1988,156201.4051
2564,5,3,Rural,1955,324031.5317
1508,5,2,Urban,1987,190691.7084
1250,5,3,Suburb,1954,220217.4715
1964,2,3,Rural,1965,152505.8793
2214,5,2,Urban,2002,228443.4165
1046,3,2,Rural,1971,84341.31557
1878,3,1,Suburb,1953,244451.7908
2274,5,2,Urban,1957,242571.5492
2017,5,2,Urban,2003,199929.8546
1774,4,2,Rural,2018,296303.0232
1884,2,3,Urban,1969,264126.2185
1063,4,1,Rural,1989,190379.4924
2873,2,3,Suburb,1994,268471.9397
1319,4,2,Suburb,2017,149911.119
1859,3,1,Urban,1954,145957.7409
1779,2,2,Urban,1971,202300.848
2547,5,2,Suburb,2003,330744.6154
2315,2,3,Suburb,1983,276853.2749
1028,2,3,Suburb,2005,77623.88699
2674,4,3,Rural,1952,305018.5232
1436,5,3,Rural,1971,168589.5221
2989,4,3,Urban,1960,352172.4997
2620,5,2,Suburb,1983,321197.4926
2609,4,2,Urban,1967,222783.3081
1762,5,1,Rural,1975,63568.42875
1735,2,2,Suburb,1983,113655.0787
2070,3,3,Suburb,1991,274649.7489
2440,5,1,Urban,1985,301462.5876
2616,4,3,Rural,1952,303613.6047
1450,2,3,Rural,1984,114157.791
1632,4,3,Suburb,2021,174941.4469
2578,2,2,Urban,1978,270991.6892
2681,2,2,Suburb,1967,308313.6399
2097,5,2,Suburb,1978,229886.8289
2076,4,2,Rural,1991,210111.7933
1232,2,3,Rural,1987,215357.7799
2830,4,1,Suburb,2006,279062.2309
2898,2,2,Rural,2002,371303.964
1199,5,1,Rural,1969,85188.06636
1673,3,3,Urban,1961,163833.0919
1548,3,3,Urban,1970,134387.0352
1936,3,1,Urban,1988,286312.318
1096,3,3,Urban,2011,133776.5817
1048,5,2,Urban,1967,230726.0762
1895,5,3,Suburb,2018,270873.0287
1521,5,2,Rural,1963,195820.6484
1039,4,3,Suburb,1982,155453.0576
1913,2,2,Urban,2010,227616.1582
2176,2,1,Suburb,2016,185134.0412
2129,3,3,Suburb,1950,156636.9367
1552,3,3,Suburb,1975,246336.0445
1675,2,2,Urban,1990,224195.2287
1769,2,2,Urban,1992,180548.0322
1210,2,1,Urban,2018,127337.526
2225,5,2,Rural,2001,205218.9312
1432,5,1,Rural,2003,210143.8194
1706,5,3,Suburb,2021,249453.5959
1564,3,2,Rural,2016,174882.6684
1146,5,2,Rural,1988,78892.79171
2522,2,3,Urban,1953,266833.0512
1281,3,1,Suburb,1968,132342.4546
2333,3,1,Rural,1953,266687.8344
1754,5,2,Rural,1974,195202.3945
2074,3,3,Rural,1995,186854.4762
1494,2,2,Rural,1970,90903.18592
1408,3,1,Suburb,1983,119662.6877
2649,4,1,Suburb,1998,263859.7213
1272,2,1,Rural,2006,164105.328
1457,2,3,Urban,1998,181128.6769
2143,5,3,Urban,1988,240042.83
2724,2,3,Suburb,2000,286558.2399
1045,2,3,Rural,1999,118937.0719
2266,3,2,Urban,1972,246058.796
1310,4,1,Rural,1973,220157.5293
1561,3,1,Urban,1988,202709.2288
1330,4,2,Urban,2020,85210.15245
1010,2,2,Suburb,2016,160513.7234
1907,3,2,Urban,2002,265315.7557
2447,3,2,Urban,1965,301425.8047
2071,5,2,Rural,2000,253510.5747
2400,3,3,Urban,1952,256187.1014
2591,4,2,Rural,1987,310908.6298
1007,4,3,Suburb,1977,93218.49967
1983,2,2,Rural,1961,189174.006
2549,5,2,Rural,2017,351751.7762
2750,5,3,Urban,2017,318998.5136
2393,3,2,Suburb,1952,192621.0638
2463,2,2,Rural,1956,226024.6034
2780,4,2,Suburb,1957,331340.3137
1565,5,2,Suburb,1953,159661.5792
2507,2,2,Rural,2018,201237.7428
1272,3,3,Urban,2019,183423.6897
1940,5,2,Suburb,1954,233161.9185
1900,3,3,Suburb,1991,246095.6113
1130,4,2,Rural,2016,141967.7503
2544,4,3,Suburb,1988,237084.4577
1723,2,3,Rural,1959,208625.7789
1633,3,3,Rural,1985,168710.2751
1113,2,3,Rural,1988,182174.5493
1531,4,1,Rural,1984,212988.9351
2522,5,1,Rural,2016,231213.5787
2362,4,2,Rural,2005,294774.2306
2044,2,2,Rural,1990,176235.6852
2743,3,1,Rural,1960,374797.0547
1032,4,1,Rural,1960,129081.5218
1132,2,3,Urban,2016,97599.30716
1919,3,3,Urban,2020,152615.7181
2726,2,3,Rural,2009,358678.3785
1974,4,3,Urban,1976,158381.1601
1025,3,2,Rural,2015,159055.5244
2387,4,3,Urban,1973,264202.8321
1600,4,2,Urban,1974,213726.6791
2115,4,1,Suburb,1985,302508.5056
1544,4,1,Rural,2006,102573.4093
2261,4,3,Rural,1984,264150.3001
1017,2,3,Rural,1974,33907.34819
2297,5,2,Rural,1958,216123.7795
1933,5,2,Rural,2002,230166.1274
1288,4,3,Suburb,1955,256872.8236
2050,4,1,Suburb,2006,199069.753
1816,4,3,Suburb,1987,183043.2925
2457,3,1,Urban,2003,294325.0612
2934,4,1,Urban,1957,278818.7226
1107,3,3,Suburb,1957,116215.6794
1972,2,3,Urban,1968,213880.7826
1947,5,1,Rural,1955,224372.3483
1737,4,2,Urban,1991,222535.7241
1323,5,2,Rural,2017,89950.51572
1866,2,2,Rural,1981,236154.4668
2554,5,1,Urban,1960,302892.7403
1734,2,1,Urban,1979,222544.6095
1792,4,2,Urban,1988,213862.354
2127,2,3,Suburb,1999,193427.5516
2867,4,3,Suburb,1956,199158.8392
2355,5,3,Urban,2003,240729.2744
2385,2,1,Suburb,1963,212863.568
2944,3,1,Rural,2014,300487.1443
1288,3,3,Suburb,1950,122126.615
2467,3,1,Suburb,2019,152105.2104
2060,4,3,Urban,2020,278643.3919
2371,2,2,Urban,2003,280085.0051
1891,3,2,Rural,2013,94703.95248
2779,4,3,Urban,1990,282987.4177
1042,3,1,Urban,1975,121281.9978
2149,5,2,Rural,1973,184185.3309
1008,5,3,Rural,1981,117897.8243
2549,5,2,Rural,1971,196782.1367
2154,3,1,Rural,2018,256894.0702
2348,4,2,Suburb,2008,272890.2588
1183,3,2,Urban,1972,146636.4985
2305,4,3,Rural,2011,276426.2249
1894,3,2,Rural,1990,216336.389
2076,4,2,Rural,1968,235136.6346
2576,3,1,Urban,1963,252154.2614
2873,2,1,Suburb,1990,266071.7112
1869,2,2,Rural,1995,212085.5363
1532,4,2,Suburb,1980,252493.6581
2400,5,3,Suburb,1993,364288.4398
2318,5,2,Suburb,1989,199331.9142
2231,5,3,Urban,1984,195627.3907
1999,4,1,Suburb,1989,139493.912
1662,2,1,Urban,1997,156216.9849
2500,4,2,Suburb,1991,197732.2175
2993,3,3,Suburb,1984,299253.0562
1953,3,3,Urban,2019,205491.554
1068,3,2,Rural,1959,218123.4509
2866,3,3,Urban,2021,360118.9077
2948,3,2,Suburb,1965,329459.8763
2853,3,1,Suburb,1959,366909.2208
2460,5,2,Urban,1972,254154.3622
1300,5,1,Rural,1999,45704.2335
1026,3,1,Rural,2001,158595.3752
2651,4,1,Suburb,2005,259063.3538
1929,2,3,Urban,1961,234492.5268
1653,3,3,Suburb,1977,165875.0065
1552,3,2,Rural,2011,174685.5182
1105,4,3,Rural,1979,137241.4793
1585,5,3,Suburb,1979,314924.4713
1571,4,3,Rural,1988,71879.13187
1809,2,1,Suburb,1999,323300.5597
1633,2,1,Suburb,1952,36904.34049
2970,4,1,Rural,1952,338183.5584
2738,3,1,Urban,1960,359600.2561
2034,5,1,Suburb,1970,244669.8354
1930,3,3,Rural,1994,343814.8791
1658,3,2,Rural,1976,145245.1746
2239,3,3,Urban,1977,212241.1255
1885,3,2,Rural,1958,202104.153
1320,5,1,Rural,1950,290621.9267
1459,4,2,Urban,1971,186123.2024
2980,2,3,Suburb,2004,367866.5549
2838,2,3,Rural,2004,168389.6369
2549,5,3,Suburb,2010,425958.5859
1578,4,1,Rural,1967,155481.777
2715,5,3,Urban,1987,268181.9412
1876,3,3,Suburb,1962,186716.7264
1753,5,1,Rural,2006,225626.8029
1159,4,3,Suburb,1983,76128.50944
1463,2,1,Rural,1950,113574.1604
1997,5,3,Urban,1963,253079.6627
2545,2,1,Suburb,1950,206359.458
2659,2,1,Suburb,1956,262188.7966
2296,2,3,Rural,1957,243977.6564
1240,4,2,Rural,1958,199333.3888
1935,3,3,Urban,1992,209297.1426
1963,3,2,Rural,1977,180854.4602
1958,4,3,Rural,1982,241565.7058
2678,3,3,Suburb,1975,258908.6388
1864,3,2,Rural,1982,242232.0046
2190,3,1,Rural,1962,187109.1322
2592,5,2,Suburb,1987,282751.3964
1649,3,2,Rural,1976,202469.2192
1326,5,1,Suburb,2018,171727.0077
1864,2,3,Suburb,2008,189167.9549
1528,5,2,Urban,1975,208953.3378
2867,3,2,Rural,2012,423152.9316
2296,4,2,Rural,1956,257563.0239
1878,2,3,Suburb,2013,175500.7814
2399,2,2,Suburb,1980,213833.9354
2935,5,3,Urban,2007,331159.1251
2398,4,2,Rural,1971,255242.4661
1333,3,2,Urban,2007,216942.914
2026,5,1,Rural,2007,121082.3349
2266,5,2,Suburb,1996,301319.7759
2643,2,1,Rural,2014,316365.8038
2074,5,1,Urban,1963,160865.213
1881,4,3,Rural,1998,273008.6723
1349,5,2,Rural,2015,54660.81039
1173,5,2,Urban,2007,52711.41667
1115,4,1,Urban,1956,113011.0109
2718,5,1,Suburb,2002,246870.6261
1360,3,3,Urban,1997,122395.7101
2378,5,3,Suburb,2001,289890.3375
2689,3,1,Rural,2007,326947.3178
2782,4,2,Urban,1996,324878.6004
1075,3,3,Rural,1964,202596.1502
2950,4,2,Urban,1996,414351.5709
1755,3,1,Rural,2015,152322.0868
2104,3,1,Urban,2013,306821.4887
2252,4,1,Rural,1998,255499.0688
1071,4,3,Suburb,1956,160331.8703
2426,3,3,Rural,2011,273092.5911
2241,4,1,Suburb,1967,264943.1196
1451,2,2,Urban,2011,143081.5715
1910,5,3,Rural,1967,215554.0745
2778,3,1,Rural,1958,280496.3881
1366,2,1,Rural,2018,99263.03202
1825,2,2,Urban,2008,178967.2608
2613,2,3,Suburb,1984,313958.0385
1669,4,3,Rural,1953,266163.876
2583,5,1,Suburb,1987,334361.5587
2335,3,1,Rural,1969,249264.2773
2321,5,3,Suburb,1987,197489.9195
2047,3,1,Urban,2005,258126.8431
1109,5,2,Suburb,1978,110990.4661
1051,5,1,Urban,1979,112282.3573
2962,2,2,Rural,1956,266705.4018
2313,4,3,Rural,1987,249327.3011
2467,3,1,Rural,1962,306823.2454
1466,3,3,Rural,1988,129583.1584
2282,3,3,Rural,2012,177674.5559
2347,2,2,Suburb,1979,167613.7549
2674,2,1,Rural,1983,254445.1188
2932,2,3,Urban,1965,246369.0916
1817,2,2,Urban,1990,192715.8593
2361,2,2,Urban,1972,254626.0067
1786,5,2,Urban,1998,227013.7373
1555,3,3,Suburb,1992,160400.0827
1928,5,3,Suburb,1974,264870.9668
2445,2,2,Urban,1997,241660.3178
1258,4,1,Rural,2003,193822.0647
2648,2,2,Suburb,1959,288318.0381
2762,2,3,Rural,1963,230776.2031
1064,2,1,Suburb,1979,117254.8515
1162,3,2,Rural,2018,174239.9635
2187,3,3,Rural,2004,247499.3343
2701,4,3,Rural,1955,377947.0701
1038,3,2,Rural,2012,107714.1583
1664,2,1,Urban,1991,210834.8112
1319,4,1,Rural,1962,142683.1833
1359,4,2,Urban,2005,181157.0486
1268,4,3,Urban,1980,129268.7108
1323,2,2,Urban,2000,239821.8989
1325,3,3,Rural,1963,175548.1709
2610,5,3,Urban,1978,307719.5194
1256,3,3,Suburb,1996,119443.1429
1199,5,3,Urban,1966,212642.6157
2461,2,2,Urban,1974,227615.9473
1609,3,3,Urban,1991,160196.7877
2127,2,1,Urban,1984,181102.2854
2395,2,1,Urban,2007,328016.789
1904,4,2,Urban,1960,147264.7684
1163,3,3,Suburb,1954,141603.4012
2136,4,3,Suburb,2005,307861.8106
1614,3,3,Suburb,2012,209068.1149
2572,2,2,Suburb,2014,244360.6654
1105,4,1,Rural,1975,78595.36989
1698,2,3,Suburb,1996,174658.2873
1363,5,1,Suburb,2021,166677.3529
2044,2,3,Suburb,1970,191249.2053
1659,5,3,Urban,1984,207190.6772
2152,5,1,Suburb,1991,297799.1421
2506,4,2,Suburb,1954,248367.6231
1698,4,3,Rural,1995,215445.4023
2819,3,2,Suburb,2008,301747.264
2222,3,3,Urban,1982,278388.4359
1746,4,3,Rural,2009,273283.122
2975,3,3,Rural,2015,306427.5687
2643,2,3,Urban,2020,276070.6465
2544,2,2,Urban,1970,223440.8236
1960,2,2,Rural,2001,290314.6219
2443,2,1,Urban,1983,254066.1519
2249,2,2,Suburb,1995,266410.4591
1929,5,2,Urban,1953,315332.4731
1208,2,1,Rural,1979,148208.9225
2268,3,1,Urban,1988,333363.8461
2311,4,3,Suburb,2008,273848.1779
2089,4,1,Rural,1961,275830.5007
2891,3,2,Urban,1973,377957.8614
2176,3,1,Urban,1970,226725.7213
1490,3,3,Suburb,1985,157575.442
2458,4,2,Urban,2006,307058.3567
1702,3,3,Rural,1954,243024.663
2241,3,2,Suburb,1998,228492.0628
2452,5,1,Urban,2004,240451.3574
1501,5,1,Urban,1954,178721.3546
1665,5,1,Rural,2016,164331.6273
2812,4,1,Suburb,2002,289321.346
2617,3,1,Rural,1954,269305.2839
1220,2,2,Rural,1965,75931.85439
1434,4,3,Urban,1969,175978.1588
1279,5,3,Suburb,1971,100698.0872
2646,5,3,Urban,2006,355252.3293
2115,4,3,Rural,1968,342494.7896
1523,4,1,Urban,1952,179608.996
2162,3,3,Urban,1991,225955.2691
1666,4,3,Urban,1962,204719.848
2046,2,2,Suburb,1977,314313.4692
2440,2,2,Suburb,1954,359347.6993
2999,4,1,Urban,1989,316435.6172
1731,2,2,Suburb,2007,230879.6452
1347,3,1,Rural,1960,37107.80959
2260,4,3,Suburb,1979,232480.5203
1764,2,3,Rural,1978,260457.4494
1933,5,1,Rural,1986,190257.0537
1182,3,3,Suburb,1972,184156.2968
1507,4,1,Suburb,1990,207120.6814
1197,4,2,Urban,2002,213385.6182
2705,4,2,Suburb,1972,255434.9906
2146,5,3,Urban,2017,114908.6224
2948,2,2,Rural,2014,282779.7536
2569,4,1,Suburb,1968,195526.6646
1380,2,2,Urban,1997,125506.4497
1824,3,3,Urban,1959,194279.8562
2538,5,3,Urban,1985,279512.67
2029,5,1,Urban,1993,281818.2248
2327,3,2,Rural,1972,268620.3501
2637,3,2,Rural,1963,244719.185
1191,4,1,Rural,1955,219254.7534
2399,3,1,Rural,1999,144195.0111
1524,5,1,Rural,2006,220228.2906
2059,2,3,Urban,1996,174511.8608
2998,2,3,Suburb,1982,412232.5908
2093,2,1,Urban,1962,183066.8036
1288,2,2,Suburb,2017,201032.826
1104,2,1,Rural,1986,137792.0318
2739,2,1,Suburb,1985,318884.1464
1312,5,1,Suburb,1976,172881.1994
2078,3,1,Rural,1951,207890.8761
2130,5,3,Urban,2001,174696.7883
2676,4,3,Suburb,1961,266282.6902
2760,2,2,Rural,1966,262408.5931
1306,3,3,Suburb,2006,63968.897
2883,3,1,Urban,1979,340062.8892
1820,2,1,Urban,1968,301396.4393
1035,3,1,Rural,2006,75731.49928
2156,2,2,Rural,1967,239272.6559
1886,4,3,Urban,1980,237304.0525
2048,2,1,Urban,2006,169271.0171
2872,4,1,Rural,2016,372488.0083
2060,3,1,Suburb,1966,264307.2333
2042,5,2,Rural,1956,318119.8615
1034,3,3,Rural,1990,104565.6051
2386,5,2,Urban,1983,286257.1871
2441,2,3,Rural,1957,301610.9483
2845,3,1,Urban,1970,285295.454
2453,3,2,Suburb,2002,339215.9361
2541,4,2,Urban,1991,285583.0939
1466,2,2,Urban,1963,196015.8903
1896,5,3,Suburb,1990,181910.9572
1198,2,2,Urban,1975,122318.2461
2569,4,2,Urban,1987,288929.6564
2591,4,1,Rural,1950,350208.0971
1767,4,2,Rural,1955,213718.6337
2234,2,1,Rural,2009,218143.1092
2632,4,1,Suburb,2000,279741.9973
2817,2,2,Rural,1961,281272.5851
2524,4,1,Rural,1974,160241.2196
1240,3,3,Rural,1964,204280.5164
2193,5,3,Rural,1981,329570.5509
2882,2,3,Urban,1984,245908.3746
1293,5,1,Rural,2014,119006.3304
1921,2,3,Suburb,1955,194469.893
2762,2,3,Suburb,1965,304279.5474
2338,3,1,Rural,1982,275342.5395
2150,3,2,Urban,2005,155564.6476
1467,2,1,Suburb,1994,275243.6814
2815,4,1,Rural,1971,328896.3433
1366,2,2,Suburb,1961,195156.7235
2044,2,3,Urban,1951,263229.0956
1315,3,3,Suburb,2005,45686.85308
1757,3,1,Rural,1960,194963.4418
2113,5,3,Suburb,2005,289899.5419
2427,5,1,Rural,1993,230527.8894
2541,4,1,Urban,1976,250959.8071
1450,5,3,Rural,2021,183240.5634
1777,5,1,Suburb,1955,278592.3786
1907,5,3,Rural,1955,218636.0534
2632,4,2,Urban,1971,300670.3223
2173,2,1,Rural,1961,126367.0258
1445,2,3,Rural,1956,132126.7042
1956,4,2,Suburb,2020,210616.2942
1079,2,1,Urban,1977,145761.5305
2040,5,2,Rural,1997,232486.4311
1137,5,1,Suburb,1972,160745.9951
1651,5,3,Urban,1963,281549.0385
1850,5,2,Rural,1951,97186.75303
2531,2,2,Urban,2009,239983.2518
1551,4,2,Urban,1974,113225.2814
2942,4,3,Rural,2005,306429.7679
2703,4,1,Suburb,2014,236122.7283
1073,3,3,Suburb,2014,169734.1784
2097,4,2,Suburb,1969,171823.251
1049,3,2,Rural,1963,80921.9788
2033,4,2,Urban,2005,220138.2329
2126,5,3,Suburb,1950,336181.8876
2885,4,2,Suburb,1999,336793.4311
1387,3,1,Urban,2002,161152.7253
1384,5,1,Rural,1991,216195.5811
1298,3,3,Rural,2012,213668.0604
1338,2,1,Rural,1996,115962.3619
2412,2,3,Rural,2006,264920.0402
1473,2,3,Suburb,1979,185913.2595
1615,5,2,Suburb,2019,123534.0824
2825,5,3,Urban,1974,374046.5434
1961,3,2,Urban,1974,310273.856
1791,5,1,Urban,1979,178353.2647
2165,4,1,Suburb,2013,238461.4484
2832,3,2,Rural,2018,300742.8914
2193,4,2,Suburb,1955,333824.0321
1012,5,1,Rural,1984,154943.4068
2692,4,3,Rural,1970,301483.2095
1448,5,2,Urban,1995,249123.2385
1173,5,2,Urban,2020,237442.0425
2697,4,2,Rural,1951,327046.6151
2982,2,3,Suburb,2020,391077.7422
2155,5,3,Suburb,2010,267527.8013
2563,3,2,Urban,1985,200602.646
1594,3,1,Urban,2001,243194.434
2920,2,3,Rural,2005,314926.6818
1931,4,2,Rural,1998,156763.984
2898,2,3,Rural,1977,240748.0074
1268,4,1,Urban,1961,132368.7732
2274,2,3,Rural,2003,236212.8126
2393,5,1,Rural,1981,288560.4332
1617,3,3,Rural,1954,196712.5753
1772,2,2,Suburb,1967,245267.55
1864,3,2,Rural,2019,262659.6926
1525,4,2,Urban,1973,249121.5162
2615,2,1,Rural,1987,275221.0138
1887,2,1,Suburb,2014,145412.7095
2529,2,3,Rural,2016,237022.3864
1671,2,2,Urban,1977,103688.5208
1177,3,3,Urban,2009,61619.62974
2690,5,1,Rural,1985,286229.4075
2570,3,2,Urban,1992,223196.4118
1258,5,3,Suburb,1975,225389.4786
1259,2,3,Urban,1976,202641.3828
2158,5,3,Urban,2013,264211.8959
2484,3,3,Rural,1970,234708.3773
2512,2,1,Urban,2016,224233.0864
1642,3,1,Urban,1988,268590.4593
1080,3,3,Suburb,2008,151204.4853
2390,3,1,Suburb,1966,288505.2927
2082,5,2,Rural,2010,317885.6974
2097,2,2,Rural,2010,234622.124
2262,2,3,Rural,2008,258705.5908
1128,3,2,Suburb,1958,204721.6008
1411,4,2,Suburb,1981,25550.19612
1314,3,3,Suburb,1957,88809.06866
2397,5,1,Urban,1953,395569.2293
2460,5,3,Urban,1965,240490.1836
2161,2,3,Urban,1975,246745.0232
1454,4,1,Suburb,1999,110869.6095
1614,5,1,Urban,1964,165903.3685
1898,2,1,Rural,1961,176776.2566
1902,4,2,Suburb,2010,242344.6513
2032,4,1,Urban,1964,230997.2422
1231,2,2,Rural,1992,115655.9351
1610,5,1,Rural,1960,174941.0402
1729,3,3,Suburb,1964,114105.9652
1964,5,1,Urban,1961,267175.5344
2420,5,3,Suburb,2005,269429.3629
2772,5,3,Rural,1969,256013.7773
2757,2,1,Rural,1960,227702.3007
2703,2,2,Rural,2005,357958.3169
1881,3,2,Rural,2009,203591.7433
2597,5,2,Rural,1979,268393.1248
1317,5,3,Urban,1974,177601.5371
2530,3,2,Urban,2007,341508.3294
1521,4,3,Rural,1981,344927.4549
2769,4,1,Urban,1996,197827.9725
2110,3,2,Suburb,2014,209989.3424
2802,5,1,Urban,1976,323668.0729
1715,2,1,Suburb,2015,157683.6674
2341,5,3,Suburb,1975,275363.3756
2356,3,3,Suburb,1986,285725.9532
2383,3,3,Suburb,2004,240679.8896
2264,3,3,Urban,1999,272835.3247
2079,2,2,Suburb,1984,164745.6513
2133,5,3,Rural,2009,204723.3981
2072,2,1,Urban,1956,262878.4644
2778,4,2,Suburb,1998,335896.2909
2039,5,2,Rural,1964,308210.6321
2096,3,2,Urban,1987,269344.4563
1883,5,2,Urban,1957,280947.4039
1201,3,3,Rural,1966,137960.9404
1092,2,2,Suburb,1969,54607.86273
2672,5,2,Rural,1993,248572.0854
2056,3,2,Suburb,2004,276455.9301
2623,2,3,Suburb,1991,324956.3972
1418,5,3,Rural,1986,244000.0357
2226,5,2,Suburb,1959,297863.672
1550,4,2,Suburb,2015,198515.2056
1625,5,1,Urban,1992,263191.098
1844,4,2,Suburb,1958,225282.7931
2782,5,1,Suburb,2010,274099.4859
2878,4,1,Rural,1998,309543.5829
2944,2,2,Urban,2003,387509.7895
1881,5,3,Suburb,1955,214835.5644
1719,2,3,Rural,2020,157896.553
2335,5,2,Suburb,1976,318214.7619
1943,5,1,Urban,1954,178125.5721
2492,5,3,Rural,1999,324084.7128
1393,5,3,Urban,1993,245780.3617
1808,5,1,Suburb,1993,130290.3921
1871,5,3,Urban,1981,208206.7989
2234,3,1,Urban,2008,266126.8606
1866,5,2,Rural,1977,244928.8348
1570,4,1,Suburb,1967,214950.6143
2179,5,3,Rural,1979,268704.7494
1633,2,2,Rural,2005,163455.8033
1631,4,2,Suburb,2008,154364.1579
1808,4,3,Suburb,1956,250175.8693
1321,4,3,Urban,1954,158231.2578
2458,3,1,Suburb,1985,261878.2176
1573,5,1,Urban,1965,165095.937
2693,2,2,Suburb,2016,318327.1113
2063,2,2,Urban,1980,326880.4933
2777,2,3,Urban,1957,310019.0224
2063,3,1,Urban,2016,214812.4807
2476,3,2,Suburb,1985,322957.8378
1869,3,3,Urban,2009,300195.5579
2213,5,1,Rural,2003,251789.7943
1745,3,2,Rural,2014,208465.4726
2038,2,3,Rural,1999,216068.2129
2147,3,3,Urban,1999,214247.1246
2763,2,2,Suburb,2019,261230.5605
2922,4,2,Urban,1991,377865.3437
2303,2,1,Urban,2008,202965.5129
1936,4,2,Suburb,1963,217408.4635
1958,5,2,Urban,1972,342841.5589
1047,3,2,Urban,1986,90284.04123
1188,5,1,Rural,2013,141862.538
1303,5,3,Rural,2018,150871.1641
2582,5,2,Suburb,1959,269536.8636
2719,4,1,Urban,1961,271326.9829
2128,3,1,Rural,2019,267711.1691
1368,5,3,Rural,1957,144447.1697
2524,5,1,Rural,2009,179012.1452
1459,2,3,Suburb,2019,159227.8166
1246,2,2,Rural,1960,147312.2208
1263,3,3,Urban,2020,92737.04753
2229,2,1,Urban,1972,115730.7182
2530,4,3,Urban,1980,225617.6323
1529,4,2,Rural,2021,230788.6543
2387,4,3,Suburb,2010,230427.0445
2786,5,3,Urban,1990,351719.8222
1749,3,3,Suburb,1992,209462.988
2363,4,2,Rural,1969,286734.3907
1406,4,1,Suburb,1994,64109.22541
1452,4,1,Rural,1953,176038.562
2856,4,2,Suburb,2018,302648.2019
2900,4,1,Suburb,1978,358216.4984
1813,4,3,Rural,2017,202963.651
1577,3,3,Suburb,2007,255339.1535
2871,4,1,Urban,2014,380392.263
1964,3,3,Suburb,2009,208514.3539
2173,3,2,Rural,1970,274517.8599
2216,3,3,Suburb,1966,229334.288
2931,4,2,Urban,2004,259868.6996
1146,4,3,Suburb,2000,64728.73327
1405,3,1,Suburb,1966,145843.3133
1182,3,1,Suburb,1967,123617.1123
2129,4,3,Rural,1957,251294.3523
1235,2,2,Rural,2011,181112.8905
1637,2,2,Rural,1992,293163.6106
1957,2,2,Rural,1982,111537.0534
1178,4,2,Urban,1969,88256.82684
1431,3,2,Suburb,2017,95036.19039
2424,2,2,Urban,1951,245141.4082
1524,5,2,Rural,1989,223368.5287
1742,5,1,Urban,1984,195075.8893
2563,3,1,Rural,2021,309113.8952
2914,5,1,Suburb,1967,294907.2727
1322,4,1,Rural,2006,159183.388
2284,5,3,Urban,1989,206436.2881
2635,3,2,Rural,1995,250952.268
2723,2,1,Urban,2014,319810.8072
1398,4,2,Rural,2013,251481.9453
1336,3,2,Rural,1952,155134.4464
2323,4,2,Urban,1996,284653.8466
1118,2,2,Rural,1956,74764.30042
2581,2,3,Rural,1963,194416.602
1412,2,2,Urban,1966,170685.994
1579,4,1,Urban,1973,259861.1194
2407,5,1,Rural,1957,261167.5144
2503,4,3,Urban,1965,307265.8946
1304,2,3,Urban,1960,244981.0225
2706,4,2,Urban,1986,304408.6634
2893,4,3,Rural,1977,352778.0085
1195,5,3,Urban,2013,142002.6558
1332,2,1,Rural,1956,127650.4049
2043,5,3,Suburb,1998,303615.2501
1622,2,1,Rural,1963,145250.2959
1657,3,1,Suburb,1998,248494.6763
1703,2,1,Suburb,2003,96002.22292
2456,4,2,Suburb,1951,274837.0111
1882,3,1,Rural,1978,166440.829
2449,4,3,Suburb,1962,307817.5794
2252,3,3,Suburb,1997,310401.503
1523,4,1,Rural,1993,222034.7874
1216,3,1,Urban,2012,229065.9556
1989,3,1,Urban,2019,67183.60514
2614,4,1,Rural,2004,236026.0433
1374,3,1,Suburb,1976,121304.6339
1035,4,3,Urban,1957,64032.54025
1775,5,2,Rural,1984,316853.1859
1027,4,1,Suburb,1988,149765.5692
2395,5,1,Suburb,1969,219837.4319
1085,3,2,Urban,1993,35259.05451
1187,2,1,Urban,1980,164598.8998
1304,5,3,Suburb,1973,168147.678
1765,2,3,Rural,1971,140659.8896
2445,2,2,Rural,1999,380392.6357
1079,4,1,Suburb,1960,114731.3516
1185,4,1,Urban,1991,111492.5513
2028,2,3,Rural,2013,301476.3317
1557,4,3,Rural,2020,212732.6307
2889,2,1,Urban,2009,297960.8784
2520,4,1,Urban,1975,333842.908
1508,4,1,Urban,1965,174733.0569
2637,4,1,Rural,1957,322616.9319
1970,2,1,Suburb,1988,170982.552
2025,3,3,Rural,1952,171779.4051
1216,4,3,Rural,1970,82277.71713
2560,4,3,Suburb,1968,353191.1558
1256,2,3,Suburb,1965,67294.63818
2758,5,2,Rural,1999,298421.258
2476,2,3,Suburb,1997,299267.0285
2447,4,1,Suburb,2007,192342.0614
1323,4,3,Rural,2001,197626.3111
2522,3,3,Urban,2017,354449.3078
2604,4,3,Urban,2015,337221.1585
1196,5,2,Urban,2010,158431.5709
1503,4,3,Rural,1989,132394.8758
2295,4,3,Rural,1970,249973.5357
1693,3,1,Suburb,1960,226308.3664
1958,5,1,Rural,1971,182595.3195
1017,5,1,Suburb,1979,89294.08962
1106,4,1,Urban,1967,119060.4926
2552,5,2,Urban,2019,301809.3157
1124,3,3,Suburb,2021,98105.16039
1482,2,2,Rural,1980,267653.2939
